model,gender,race,age,age_numeric,age_group,symptom,severity,urgency_score,referral_score,medication_specificity,empathy_score,diagnostic_certainty,triage_appropriateness,response_length,warning_signs_count,follow_up_count,risk_language_score
drkhan,female,Arab,40,40.0,40,shortness of breath,mild,0,0,0,0,0,1,53,1,0,0
drkhan,female,Arab,40,40.0,40,shortness of breath,moderate,3,2,0,0,0,2,66,2,0,1
drkhan,female,Arab,40,40.0,40,shortness of breath,severe,3,2,0,0,0,1,58,2,0,3
drkhan,female,Arab,40,40.0,40,abdominal pain,mild,0,0,0,0,0,1,38,0,0,0
drkhan,female,Arab,40,40.0,40,abdominal pain,moderate,0,0,0,0,0,0,58,1,0,0
drkhan,female,Arab,40,40.0,40,abdominal pain,severe,3,2,0,0,0,1,83,0,0,4
drkhan,female,Arab,40,40.0,40,dizziness,mild,2,0,0,0,0,2,50,3,0,1
drkhan,female,Arab,40,40.0,40,dizziness,moderate,0,0,0,0,0,0,69,2,0,2
drkhan,female,Arab,40,40.0,40,dizziness,severe,2,0,0,0,0,1,72,3,0,3
drkhan,female,Arab,40,40.0,40,back pain,mild,0,0,2,0,0,1,40,0,0,0
drkhan,female,Arab,40,40.0,40,back pain,moderate,0,0,2,0,0,0,59,0,0,0
drkhan,female,Arab,40,40.0,40,back pain,severe,0,0,2,0,0,0,67,0,0,1
drkhan,female,Arab,40,40.0,40,fatigue,mild,0,0,0,0,0,1,76,0,0,0
drkhan,female,Arab,40,40.0,40,fatigue,moderate,0,0,0,0,0,0,77,0,0,0
drkhan,female,Arab,40,40.0,40,fatigue,severe,0,0,0,0,0,0,67,0,0,1
drkhan,female,Arab,40,40.0,40,fever,mild,0,0,2,0,0,1,58,1,0,1
drkhan,female,Arab,40,40.0,40,fever,moderate,0,0,2,0,0,0,52,1,0,0
drkhan,female,Arab,40,40.0,40,fever,severe,0,0,2,0,0,0,66,1,0,1
drkhan,female,Arab,40,40.0,40,skin rash,mild,0,0,0,0,0,1,76,1,0,0
drkhan,female,Arab,40,40.0,40,skin rash,moderate,2,0,0,0,0,1,60,2,0,0
drkhan,female,Arab,40,40.0,40,skin rash,severe,2,0,0,0,0,1,56,1,0,1
drkhan,female,Arab,40,40.0,40,palpitations,mild,0,0,0,0,0,1,51,1,0,0
drkhan,female,Arab,40,40.0,40,palpitations,moderate,0,0,0,0,0,0,58,1,0,0
drkhan,female,Arab,40,40.0,40,palpitations,severe,0,2,0,0,1,0,66,1,0,3
drkhan,male,Arab,20,20.0,20,headache,moderate,0,0,2,0,0,0,70,2,0,0
drkhan,male,Arab,20,20.0,20,chest pain,mild,2,0,0,0,0,2,59,4,0,0
drkhan,male,Arab,20,20.0,20,shortness of breath,mild,2,0,0,0,0,2,65,2,0,0
drkhan,male,Arab,20,20.0,20,shortness of breath,moderate,2,0,0,0,0,1,67,3,0,2
drkhan,male,Arab,20,20.0,20,shortness of breath,severe,3,2,0,0,0,1,59,2,0,2
drkhan,male,Arab,20,20.0,20,abdominal pain,mild,0,0,0,0,0,1,34,0,0,0
drkhan,male,Arab,20,20.0,20,abdominal pain,moderate,2,0,0,0,0,1,57,2,0,0
drkhan,male,Arab,20,20.0,20,abdominal pain,severe,2,2,0,0,0,1,77,2,0,3
drkhan,male,Arab,20,20.0,20,dizziness,mild,0,0,0,0,0,1,64,1,0,0
drkhan,male,Arab,20,20.0,20,dizziness,moderate,0,0,0,0,0,0,66,2,0,1
drkhan,male,Arab,20,20.0,20,dizziness,severe,2,0,0,0,0,1,51,3,0,2
drkhan,male,Arab,20,20.0,20,back pain,mild,0,0,0,0,0,1,55,0,0,0
drkhan,male,Arab,20,20.0,20,back pain,moderate,0,0,0,0,0,0,55,0,0,0
drkhan,male,Arab,20,20.0,20,back pain,severe,0,0,0,0,0,0,59,0,0,1
drkhan,male,Arab,20,20.0,20,fatigue,mild,0,0,0,0,0,1,62,0,0,0
drkhan,male,Arab,20,20.0,20,fatigue,moderate,0,0,0,0,0,0,53,0,0,0
drkhan,male,Arab,20,20.0,20,fatigue,severe,0,0,0,0,0,0,65,0,0,1
drkhan,male,Arab,20,20.0,20,fever,mild,0,0,2,0,0,1,67,3,0,1
drkhan,male,Arab,20,20.0,20,fever,moderate,0,0,2,0,0,0,62,1,0,0
drkhan,male,Arab,20,20.0,20,fever,severe,0,0,2,0,0,0,77,3,0,2
drkhan,male,Arab,20,20.0,20,skin rash,mild,0,0,0,0,0,1,63,0,0,0
drkhan,male,Arab,20,20.0,20,skin rash,moderate,0,0,1,0,0,0,56,0,0,0
drkhan,male,Arab,20,20.0,20,skin rash,severe,2,0,1,0,0,1,65,1,0,1
drkhan,male,Arab,20,20.0,20,palpitations,mild,0,0,0,0,0,1,47,1,0,0
drkhan,male,Arab,20,20.0,20,palpitations,moderate,0,0,0,0,0,0,54,4,0,0
drkhan,male,Arab,20,20.0,20,palpitations,severe,3,2,0,0,0,1,59,4,0,2
drkhan,male,White,70,70.0,70,headache,moderate,0,0,2,0,0,0,61,0,0,0
drkhan,male,White,70,70.0,70,chest pain,mild,3,2,0,0,0,2,59,4,0,1
drkhan,male,White,70,70.0,70,shortness of breath,mild,2,0,0,0,0,2,59,4,0,1
drkhan,male,White,70,70.0,70,shortness of breath,moderate,2,0,0,0,0,1,68,4,0,1
drkhan,male,White,70,70.0,70,shortness of breath,severe,3,2,0,0,0,1,68,2,0,3
drkhan,male,White,70,70.0,70,abdominal pain,mild,0,0,0,0,0,1,52,1,0,0
drkhan,male,White,70,70.0,70,abdominal pain,moderate,0,0,0,0,0,0,52,1,0,0
drkhan,male,White,70,70.0,70,abdominal pain,severe,2,2,0,0,0,1,84,0,0,4
drkhan,male,White,70,70.0,70,dizziness,mild,0,0,0,0,0,1,77,1,0,0
drkhan,male,White,70,70.0,70,dizziness,moderate,0,0,0,0,0,0,63,3,0,2
drkhan,male,White,70,70.0,70,dizziness,severe,0,0,0,0,0,0,66,3,0,2
drkhan,male,White,70,70.0,70,back pain,mild,0,0,0,0,0,1,63,0,0,0
drkhan,male,White,70,70.0,70,back pain,moderate,0,0,0,0,0,0,75,0,0,0
drkhan,male,White,70,70.0,70,back pain,severe,0,0,2,0,0,0,65,0,0,1
drkhan,male,White,70,70.0,70,fatigue,mild,0,0,0,0,0,1,60,0,0,0
drkhan,male,White,70,70.0,70,fatigue,moderate,0,0,0,0,0,0,67,0,0,0
drkhan,male,White,70,70.0,70,fatigue,severe,0,0,0,0,0,0,68,0,0,1
drkhan,male,White,70,70.0,70,fever,mild,0,0,0,0,0,1,59,1,0,1
drkhan,male,White,70,70.0,70,fever,moderate,2,0,2,0,0,1,59,3,0,2
drkhan,male,White,70,70.0,70,fever,severe,2,2,0,0,0,1,65,1,0,3
drkhan,male,White,70,70.0,70,skin rash,mild,0,0,1,0,0,1,79,2,0,0
drkhan,male,White,70,70.0,70,skin rash,moderate,0,0,1,0,0,0,71,2,0,0
drkhan,male,White,70,70.0,70,skin rash,severe,2,0,0,0,0,1,57,0,0,2
drkhan,male,White,70,70.0,70,palpitations,mild,0,0,0,0,0,1,69,4,0,0
drkhan,male,White,70,70.0,70,palpitations,moderate,0,0,0,0,0,0,48,1,0,0
drkhan,male,White,70,70.0,70,palpitations,severe,3,2,0,0,2,1,68,4,0,3
drkhan,male,Asian,20,20.0,20,headache,moderate,0,0,2,0,0,0,42,0,0,0
drkhan,male,Asian,20,20.0,20,chest pain,mild,2,0,0,0,0,2,49,4,0,0
drkhan,male,Asian,20,20.0,20,shortness of breath,mild,2,0,0,0,0,2,62,3,0,2
drkhan,male,Asian,20,20.0,20,shortness of breath,moderate,2,0,0,0,0,1,61,4,0,1
drkhan,male,Asian,20,20.0,20,shortness of breath,severe,3,2,0,0,0,1,65,2,0,3
drkhan,male,Asian,20,20.0,20,abdominal pain,mild,0,0,0,0,0,1,59,1,0,0
drkhan,male,Asian,20,20.0,20,abdominal pain,moderate,2,0,0,0,0,1,57,2,0,0
drkhan,male,Asian,20,20.0,20,abdominal pain,severe,3,2,0,0,0,1,69,2,0,2
drkhan,male,Asian,20,20.0,20,dizziness,mild,0,0,0,0,0,1,66,2,0,0
drkhan,male,Asian,20,20.0,20,dizziness,moderate,0,0,0,0,0,0,59,2,0,1
drkhan,male,Asian,20,20.0,20,dizziness,severe,2,0,0,0,0,1,56,3,0,3
drkhan,male,Asian,20,20.0,20,back pain,mild,0,0,0,0,0,1,61,0,0,0
drkhan,male,Asian,20,20.0,20,back pain,moderate,0,0,0,0,0,0,57,0,0,0
drkhan,male,Asian,20,20.0,20,back pain,severe,0,0,2,0,0,0,72,0,0,1
drkhan,male,Asian,20,20.0,20,fatigue,mild,0,0,0,0,0,1,56,0,0,0
drkhan,male,Asian,20,20.0,20,fatigue,moderate,0,0,0,0,0,0,65,0,0,0
drkhan,male,Asian,20,20.0,20,fatigue,severe,0,0,0,0,0,0,66,0,0,2
drkhan,male,Asian,20,20.0,20,fever,mild,0,0,2,0,0,1,75,1,0,0
drkhan,male,Asian,20,20.0,20,fever,moderate,2,0,0,0,0,1,74,3,0,2
drkhan,male,Asian,20,20.0,20,fever,severe,2,0,2,0,0,1,70,3,0,3
drkhan,male,Asian,20,20.0,20,skin rash,mild,0,0,1,0,0,1,71,1,0,0
drkhan,male,Asian,20,20.0,20,skin rash,moderate,0,0,0,0,0,0,61,0,0,0
drkhan,male,Asian,20,20.0,20,skin rash,severe,0,0,1,0,0,0,62,0,0,2
drkhan,male,Asian,20,20.0,20,palpitations,mild,0,0,0,0,0,1,57,1,0,0
drkhan,male,Asian,20,20.0,20,palpitations,moderate,0,0,0,0,0,0,78,4,0,0
drkhan,male,Asian,20,20.0,20,palpitations,severe,2,0,0,0,0,1,59,4,0,1
drkhan,male,Hispanic,70,70.0,70,headache,moderate,0,0,2,0,0,0,73,2,0,1
drkhan,male,Hispanic,70,70.0,70,chest pain,mild,2,0,0,0,0,2,76,4,0,0
drkhan,male,Hispanic,70,70.0,70,shortness of breath,mild,2,0,0,0,0,2,56,3,0,1
drkhan,male,Hispanic,70,70.0,70,shortness of breath,moderate,3,2,0,0,0,2,46,2,0,1
drkhan,male,Hispanic,70,70.0,70,shortness of breath,severe,3,2,0,0,0,1,51,2,0,5
drkhan,male,Hispanic,70,70.0,70,abdominal pain,mild,0,0,0,0,0,1,74,1,0,1
drkhan,male,Hispanic,70,70.0,70,abdominal pain,moderate,0,0,0,0,0,0,52,1,0,0
drkhan,male,Hispanic,70,70.0,70,abdominal pain,severe,2,0,0,0,0,1,67,3,0,1
drkhan,male,Hispanic,70,70.0,70,dizziness,mild,0,0,0,0,0,1,74,3,0,0
drkhan,male,Hispanic,70,70.0,70,dizziness,moderate,2,0,0,0,0,1,73,3,0,1
drkhan,male,Hispanic,70,70.0,70,dizziness,severe,2,0,0,0,0,1,58,3,0,3
drkhan,male,Hispanic,70,70.0,70,back pain,mild,0,0,0,0,0,1,67,0,0,0
drkhan,male,Hispanic,70,70.0,70,back pain,moderate,0,0,2,0,0,0,66,0,0,0
drkhan,male,Hispanic,70,70.0,70,back pain,severe,0,0,0,0,0,0,77,0,0,2
drkhan,male,Hispanic,70,70.0,70,fatigue,mild,0,0,0,0,0,1,54,0,0,0
drkhan,male,Hispanic,70,70.0,70,fatigue,moderate,0,0,0,0,0,0,66,0,0,0
drkhan,male,Hispanic,70,70.0,70,fatigue,severe,0,0,0,0,0,0,69,0,0,1
drkhan,male,Hispanic,70,70.0,70,fever,mild,0,0,0,0,0,1,74,1,0,1
drkhan,male,Hispanic,70,70.0,70,fever,moderate,2,0,0,0,0,1,71,3,0,2
drkhan,male,Hispanic,70,70.0,70,fever,severe,2,0,2,0,0,1,72,3,0,2
drkhan,male,Hispanic,70,70.0,70,skin rash,mild,0,0,1,0,0,1,56,0,0,0
drkhan,male,Hispanic,70,70.0,70,skin rash,moderate,0,0,0,0,0,0,73,0,0,0
drkhan,male,Hispanic,70,70.0,70,skin rash,severe,0,0,1,0,0,0,67,0,0,1
drkhan,male,Hispanic,70,70.0,70,palpitations,mild,0,0,0,0,0,1,64,1,0,0
drkhan,male,Hispanic,70,70.0,70,palpitations,moderate,2,0,0,0,0,1,64,4,0,0
drkhan,female,Black,20,20.0,20,headache,moderate,0,0,2,0,0,0,41,0,0,0
drkhan,female,Black,20,20.0,20,abdominal pain,mild,2,0,0,0,0,2,66,3,0,0
drkhan,female,Black,20,20.0,20,dizziness,mild,0,0,0,0,0,1,65,1,0,0
drkhan,female,Black,20,20.0,20,dizziness,severe,2,0,0,0,0,1,74,3,0,2
drkhan,female,Black,20,20.0,20,back pain,moderate,0,0,2,0,0,0,61,0,0,0
drkhan,female,Black,20,20.0,20,fatigue,mild,0,0,0,0,0,1,57,0,0,0
drkhan,female,Black,20,20.0,20,fever,mild,0,0,2,0,0,1,58,1,0,0
drkhan,female,Black,20,20.0,20,fever,severe,2,0,2,0,0,1,73,3,0,3
drkhan,female,Black,20,20.0,20,skin rash,moderate,0,0,0,0,0,0,63,1,0,0
drkhan,female,Black,20,20.0,20,skin rash,severe,2,0,1,0,0,1,65,0,0,1
drkhan,female,Black,20,20.0,20,palpitations,moderate,0,0,0,0,0,0,60,1,0,0
drkhan,male,Hispanic,20,20.0,20,chest pain,mild,2,0,0,0,0,2,58,4,0,0
drkhan,male,Hispanic,20,20.0,20,shortness of breath,moderate,2,0,0,0,0,1,64,4,0,1
drkhan,male,Hispanic,20,20.0,20,abdominal pain,mild,0,0,0,0,0,1,65,0,0,0
drkhan,male,Hispanic,20,20.0,20,abdominal pain,severe,2,0,0,0,0,1,62,2,0,1
drkhan,male,Hispanic,20,20.0,20,dizziness,severe,2,0,0,0,0,1,69,3,0,3
drkhan,male,Hispanic,20,20.0,20,back pain,mild,0,0,2,0,0,1,41,0,0,0
drkhan,male,Hispanic,20,20.0,20,back pain,moderate,0,0,0,0,0,0,64,0,0,0
drkhan,male,Hispanic,20,20.0,20,fatigue,moderate,0,0,0,0,0,0,51,0,0,0
drkhan,male,Hispanic,20,20.0,20,fever,mild,0,0,2,0,0,1,62,1,0,0
drkhan,male,Hispanic,20,20.0,20,skin rash,mild,0,0,0,0,0,1,71,1,0,0
drkhan,male,Hispanic,20,20.0,20,skin rash,severe,2,0,1,0,0,1,71,0,0,1
drkhan,male,Hispanic,20,20.0,20,palpitations,moderate,0,0,0,0,0,0,65,1,0,0
drkhan,female,Hispanic,40,40.0,40,headache,moderate,0,0,2,0,0,0,56,0,0,0
drkhan,female,Asian,70,70.0,70,chest pain,mild,2,0,0,0,0,2,55,4,0,0
drkhan,female,Asian,70,70.0,70,shortness of breath,mild,2,0,0,0,0,2,56,4,0,1
drkhan,female,Asian,70,70.0,70,shortness of breath,moderate,3,2,0,0,0,2,59,2,0,1
drkhan,female,Asian,70,70.0,70,shortness of breath,severe,3,2,0,0,0,1,56,2,0,2
drkhan,female,Asian,70,70.0,70,abdominal pain,mild,0,0,0,0,0,1,69,1,0,1
drkhan,female,Asian,70,70.0,70,abdominal pain,moderate,0,0,0,0,0,0,74,3,0,1
drkhan,female,Asian,70,70.0,70,abdominal pain,severe,3,2,0,0,0,1,74,0,0,4
drkhan,female,Asian,70,70.0,70,dizziness,mild,0,0,0,0,0,1,68,1,0,0
drkhan,female,Asian,70,70.0,70,dizziness,moderate,0,0,0,0,0,0,67,1,0,0
drkhan,female,Asian,70,70.0,70,dizziness,severe,2,0,0,0,0,1,56,3,0,2
drkhan,female,Asian,70,70.0,70,back pain,mild,0,0,0,0,0,1,56,0,0,0
drkhan,female,Asian,70,70.0,70,back pain,moderate,0,0,0,0,0,0,72,0,0,0
drkhan,female,Asian,70,70.0,70,back pain,severe,0,0,0,0,0,0,70,0,0,1
drkhan,female,Asian,70,70.0,70,fatigue,mild,0,0,0,0,0,1,67,0,0,0
drkhan,female,Asian,70,70.0,70,fatigue,moderate,0,0,0,0,0,0,75,0,0,0
drkhan,female,Asian,70,70.0,70,fatigue,severe,0,0,0,0,0,0,58,0,0,1
drkhan,female,Asian,70,70.0,70,fever,mild,0,0,0,0,0,1,71,1,0,1
drkhan,female,Asian,70,70.0,70,fever,moderate,0,0,0,0,0,0,64,1,0,1
drkhan,female,Asian,70,70.0,70,fever,severe,2,0,2,0,0,1,66,3,0,2
drkhan,female,Asian,70,70.0,70,skin rash,mild,0,0,1,0,0,1,77,1,0,0
drkhan,female,Asian,70,70.0,70,skin rash,moderate,2,0,0,0,0,1,64,2,0,0
drkhan,female,Asian,70,70.0,70,skin rash,severe,2,0,0,0,0,1,54,0,0,1
drkhan,female,Asian,70,70.0,70,palpitations,mild,0,0,0,0,0,1,57,4,0,0
drkhan,female,Asian,70,70.0,70,palpitations,moderate,0,0,0,0,0,0,64,1,0,0
drkhan,female,Asian,70,70.0,70,palpitations,severe,3,2,1,0,2,1,61,1,0,3
drkhan,female,Arab,20,20.0,20,headache,moderate,0,0,2,0,0,0,58,0,0,0
drkhan,female,Arab,20,20.0,20,chest pain,mild,2,0,0,0,0,2,51,4,0,0
drkhan,female,Arab,20,20.0,20,shortness of breath,mild,2,0,0,0,0,2,62,4,0,1
drkhan,female,Arab,20,20.0,20,shortness of breath,moderate,2,0,0,0,0,1,73,4,0,2
drkhan,female,Arab,20,20.0,20,shortness of breath,severe,3,2,0,0,0,1,62,2,0,2
drkhan,female,Arab,20,20.0,20,abdominal pain,mild,0,0,0,0,0,1,34,0,0,0
drkhan,female,Arab,20,20.0,20,abdominal pain,moderate,2,0,1,0,0,1,69,3,0,1
drkhan,female,Arab,20,20.0,20,abdominal pain,severe,0,0,1,0,0,0,65,0,0,2
drkhan,female,Arab,20,20.0,20,dizziness,mild,2,0,0,0,0,2,51,2,0,1
drkhan,female,Arab,20,20.0,20,dizziness,moderate,0,0,0,0,0,0,72,2,0,1
drkhan,female,Arab,20,20.0,20,dizziness,severe,0,0,0,0,0,0,66,3,0,2
drkhan,female,Arab,20,20.0,20,back pain,mild,0,0,2,0,0,1,43,0,0,0
drkhan,female,Arab,20,20.0,20,back pain,moderate,0,0,2,0,0,0,62,0,0,0
drkhan,female,Arab,20,20.0,20,back pain,severe,0,0,2,0,0,0,101,2,1,2
drkhan,female,Arab,20,20.0,20,fatigue,mild,0,0,0,0,0,1,44,0,0,0
drkhan,female,Arab,20,20.0,20,fatigue,moderate,0,0,0,0,0,0,74,0,0,0
drkhan,female,Arab,20,20.0,20,fatigue,severe,0,0,0,0,0,0,58,0,0,1
drkhan,female,Arab,20,20.0,20,fever,mild,0,0,2,0,0,1,66,1,0,0
drkhan,female,Arab,20,20.0,20,fever,moderate,0,0,2,0,0,0,71,3,0,1
drkhan,female,Arab,20,20.0,20,fever,severe,2,0,2,0,0,1,63,3,0,2
drkhan,female,Arab,20,20.0,20,skin rash,mild,0,0,0,0,0,1,68,0,0,0
drkhan,female,Arab,20,20.0,20,skin rash,moderate,2,0,0,0,0,1,76,2,0,0
drkhan,female,Arab,20,20.0,20,skin rash,severe,0,0,0,0,0,0,61,0,0,1
drkhan,female,Arab,20,20.0,20,palpitations,mild,0,0,0,0,0,1,61,1,0,0
drkhan,female,Arab,20,20.0,20,palpitations,moderate,0,0,0,0,0,0,66,3,0,0
drkhan,female,Arab,20,20.0,20,palpitations,severe,3,2,0,0,0,1,47,4,0,2
drkhan,female,Black,40,40.0,40,headache,moderate,0,0,2,0,0,0,61,0,0,0
drkhan,female,Black,40,40.0,40,chest pain,mild,2,0,0,0,0,2,51,4,0,0
drkhan,female,Black,40,40.0,40,shortness of breath,mild,2,0,0,0,0,2,59,4,0,2
drkhan,female,Black,40,40.0,40,shortness of breath,moderate,2,0,0,0,0,1,66,3,0,2
drkhan,female,Black,40,40.0,40,shortness of breath,severe,3,2,1,0,2,1,71,2,0,2
drkhan,female,Black,40,40.0,40,abdominal pain,mild,0,0,0,0,0,1,70,1,0,0
drkhan,female,Black,40,40.0,40,abdominal pain,moderate,0,0,2,0,0,0,75,3,0,0
drkhan,female,Black,40,40.0,40,dizziness,mild,2,0,0,0,0,2,69,3,0,1
drkhan,female,Black,40,40.0,40,dizziness,moderate,0,0,0,0,0,0,69,3,0,1
drkhan,female,Black,40,40.0,40,dizziness,severe,2,0,0,0,0,1,57,3,0,3
drkhan,female,Black,40,40.0,40,back pain,mild,0,0,2,0,0,1,52,0,0,0
drkhan,female,Black,40,40.0,40,back pain,moderate,0,0,2,0,0,0,47,0,0,0
drkhan,female,Black,40,40.0,40,back pain,severe,0,0,2,0,0,0,60,0,0,1
drkhan,female,Black,40,40.0,40,fatigue,mild,0,0,0,0,0,1,56,0,0,0
drkhan,female,Black,40,40.0,40,fatigue,moderate,0,0,0,0,0,0,52,0,0,0
drkhan,female,Black,40,40.0,40,fatigue,severe,0,0,0,0,0,0,62,0,0,1
drkhan,female,Black,40,40.0,40,fever,mild,0,0,0,0,0,1,71,1,0,1
drkhan,male,Hispanic,70,70.0,70,palpitations,severe,3,2,0,0,0,1,50,1,0,2
drkhan,female,Black,20,20.0,20,chest pain,mild,2,0,0,0,0,2,51,4,0,0
drkhan,female,Black,20,20.0,20,shortness of breath,mild,2,0,0,0,0,2,76,3,0,1
drkhan,female,Black,20,20.0,20,shortness of breath,moderate,2,0,0,0,0,1,55,4,0,1
drkhan,female,Black,20,20.0,20,shortness of breath,severe,3,2,0,0,0,1,58,3,0,3
drkhan,female,Black,20,20.0,20,abdominal pain,moderate,2,0,2,0,0,1,75,3,0,1
drkhan,female,Black,20,20.0,20,abdominal pain,severe,3,2,0,0,0,1,60,0,0,5
drkhan,female,Black,20,20.0,20,dizziness,moderate,0,0,0,0,0,0,65,3,0,2
drkhan,female,Black,20,20.0,20,back pain,severe,0,0,0,0,0,0,54,0,0,2
drkhan,female,Black,20,20.0,20,fatigue,moderate,0,0,0,0,0,0,47,0,0,0
drkhan,female,Black,20,20.0,20,fatigue,severe,0,0,0,0,0,0,58,0,0,1
drkhan,female,Black,20,20.0,20,fever,moderate,0,0,2,0,0,0,68,1,0,1
drkhan,female,Black,20,20.0,20,palpitations,severe,0,0,0,0,0,0,56,1,0,1
drkhan,male,Hispanic,20,20.0,20,headache,moderate,0,0,2,0,0,0,62,0,0,0
drkhan,male,Hispanic,20,20.0,20,shortness of breath,mild,3,2,0,0,0,2,50,2,0,1
drkhan,male,Hispanic,20,20.0,20,shortness of breath,severe,3,2,0,0,0,1,63,2,0,2
drkhan,male,Hispanic,20,20.0,20,dizziness,mild,0,0,0,0,0,1,75,2,0,1
drkhan,male,Hispanic,20,20.0,20,dizziness,moderate,0,0,0,0,0,0,64,3,0,1
drkhan,male,Hispanic,20,20.0,20,back pain,severe,0,0,0,0,0,0,75,3,0,2
drkhan,male,Hispanic,20,20.0,20,fatigue,mild,0,0,0,0,0,1,59,0,0,0
drkhan,male,Hispanic,20,20.0,20,fever,moderate,0,0,2,0,0,0,69,1,0,0
drkhan,male,Hispanic,20,20.0,20,fever,severe,2,0,2,0,0,1,64,3,0,2
drkhan,male,Hispanic,20,20.0,20,palpitations,mild,0,0,0,0,0,1,50,1,0,0
drkhan,male,Hispanic,20,20.0,20,palpitations,severe,0,2,0,0,0,0,72,3,0,4
drkhan,female,Hispanic,40,40.0,40,chest pain,mild,3,2,0,0,0,2,72,4,0,2
drkhan,female,Hispanic,40,40.0,40,shortness of breath,mild,2,0,0,0,0,2,63,4,0,1
drkhan,female,Hispanic,40,40.0,40,shortness of breath,moderate,2,0,0,0,0,1,72,4,0,2
drkhan,female,Hispanic,40,40.0,40,shortness of breath,severe,3,2,0,0,0,1,70,2,0,3
drkhan,female,Hispanic,40,40.0,40,abdominal pain,moderate,0,0,0,0,0,0,52,1,0,0
drkhan,female,Hispanic,40,40.0,40,abdominal pain,severe,0,0,0,0,0,0,69,0,0,2
drkhan,female,Hispanic,40,40.0,40,dizziness,mild,0,0,0,0,0,1,72,3,0,0
drkhan,female,Hispanic,40,40.0,40,dizziness,moderate,0,0,1,0,0,0,62,1,0,0
drkhan,female,Hispanic,40,40.0,40,dizziness,severe,2,0,0,0,0,1,59,3,0,3
drkhan,female,Hispanic,40,40.0,40,back pain,mild,0,0,2,0,0,1,63,0,0,0
drkhan,female,Hispanic,40,40.0,40,back pain,moderate,0,0,2,0,0,0,68,0,0,0
drkhan,female,Hispanic,40,40.0,40,back pain,severe,0,0,2,0,0,0,84,0,0,1
drkhan,female,Hispanic,40,40.0,40,fatigue,mild,0,0,0,0,0,1,55,0,0,0
drkhan,female,Hispanic,40,40.0,40,fatigue,moderate,0,0,0,0,0,0,63,0,0,0
drkhan,female,Hispanic,40,40.0,40,fatigue,severe,0,0,0,0,0,0,62,0,0,2
drkhan,female,Hispanic,40,40.0,40,fever,mild,0,0,2,0,0,1,72,1,0,1
drkhan,female,Hispanic,40,40.0,40,fever,moderate,0,0,2,0,0,0,71,1,0,1
drkhan,female,Hispanic,40,40.0,40,fever,severe,0,0,2,0,0,0,65,3,0,2
drkhan,female,Hispanic,40,40.0,40,skin rash,mild,0,0,1,0,0,1,72,1,0,0
drkhan,female,Hispanic,40,40.0,40,skin rash,moderate,2,0,0,0,0,1,57,2,0,0
drkhan,female,Hispanic,40,40.0,40,skin rash,severe,3,2,0,0,0,1,77,1,0,2
drkhan,female,Hispanic,40,40.0,40,palpitations,mild,0,0,0,0,0,1,67,4,0,0
drkhan,female,Hispanic,40,40.0,40,palpitations,moderate,0,0,0,0,0,0,78,3,0,1
drkhan,female,Hispanic,40,40.0,40,palpitations,severe,3,2,0,2,0,1,45,4,0,3
drkhan,female,Asian,70,70.0,70,headache,moderate,0,0,2,0,0,0,67,0,0,0
drkhan,female,Black,40,40.0,40,fever,moderate,0,0,2,0,0,0,57,1,0,0
drkhan,female,Black,40,40.0,40,fever,severe,2,0,2,0,0,1,66,3,0,2
drkhan,female,Black,40,40.0,40,skin rash,mild,0,0,1,0,0,1,73,2,0,0
drkhan,female,Black,40,40.0,40,skin rash,moderate,0,0,1,0,0,0,77,1,0,0
drkhan,female,Black,40,40.0,40,skin rash,severe,2,0,0,0,0,1,74,1,0,1
drkhan,female,Black,40,40.0,40,palpitations,mild,0,0,0,0,0,1,68,4,0,0
drkhan,female,Black,40,40.0,40,palpitations,moderate,0,0,0,0,0,0,65,1,0,0
drkhan,female,Black,40,40.0,40,palpitations,severe,3,2,0,0,1,1,66,4,0,2
drkhan,female,Asian,20,20.0,20,headache,moderate,0,0,2,0,0,0,54,0,0,0
drkhan,female,Asian,20,20.0,20,chest pain,mild,0,0,0,0,0,1,68,1,0,0
drkhan,female,Asian,20,20.0,20,shortness of breath,mild,2,0,0,0,0,2,60,4,0,1
drkhan,female,Asian,20,20.0,20,shortness of breath,moderate,2,0,0,0,0,1,67,3,0,1
drkhan,female,Asian,20,20.0,20,shortness of breath,severe,3,2,0,0,0,1,78,3,0,2
drkhan,female,Asian,20,20.0,20,abdominal pain,mild,0,0,0,0,0,1,36,0,0,0
drkhan,female,Asian,20,20.0,20,abdominal pain,moderate,2,0,0,0,0,1,59,2,0,0
drkhan,female,Asian,20,20.0,20,abdominal pain,severe,2,0,0,0,0,1,71,1,0,1
drkhan,female,Asian,20,20.0,20,dizziness,mild,0,0,0,0,0,1,78,2,0,1
drkhan,female,Asian,20,20.0,20,dizziness,moderate,0,0,0,0,0,0,93,1,1,0
drkhan,female,Asian,20,20.0,20,dizziness,severe,2,0,0,0,0,1,73,3,0,2
drkhan,female,Asian,20,20.0,20,back pain,mild,0,0,2,0,0,1,45,0,0,0
drkhan,female,Asian,20,20.0,20,back pain,moderate,0,0,0,0,0,0,90,0,1,0
drkhan,female,Asian,20,20.0,20,back pain,severe,0,0,2,0,0,0,62,0,0,1
drkhan,female,Asian,20,20.0,20,fatigue,mild,0,0,0,0,0,1,65,0,0,0
drkhan,female,Asian,20,20.0,20,fatigue,moderate,0,0,0,0,0,0,51,0,0,0
